input,label
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg014.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg015.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg016.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg017.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg018.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg019.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg020.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg021.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg022.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg023.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg024.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg025.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg026.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg027.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg028.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg029.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg030.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg031.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg032.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg033.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg034.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg035.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg036.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg037.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg038.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg039.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg040.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg041.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg042.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg043.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg044.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg045.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg046.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg047.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg048.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg049.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg050.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg051.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg052.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg053.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg054.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg055.mat
deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg056.mat,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg057.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg001.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg002.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg003.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg004.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg005.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg006.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg007.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg008.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg009.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg010.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg011.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg012.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg013.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg001.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg002.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg003.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg004.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg005.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg006.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg007.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg008.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg009.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg010.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg011.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg012.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg013.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg014.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg015.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg016.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg017.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg018.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg019.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg020.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg021.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg022.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg023.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg024.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg025.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg026.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg027.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg028.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg029.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg030.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg031.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg032.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg033.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg034.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg035.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg036.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg037.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg038.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg039.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg040.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg041.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg042.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg043.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg044.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg045.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg046.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg047.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg048.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg049.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg050.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg051.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg052.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg053.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg054.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg055.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg056.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg057.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg058.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg059.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg060.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg061.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg062.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg063.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg064.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg065.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg066.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg067.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg068.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg069.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg070.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg071.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg072.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg073.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg074.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg075.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg076.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg077.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg078.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg079.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg080.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg081.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg082.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg083.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg084.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg085.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg086.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg087.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg088.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg089.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg090.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg091.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg092.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg093.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg094.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg095.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg096.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg097.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg098.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg099.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg100.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg101.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg102.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg103.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg104.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg105.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg001.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg002.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg003.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg004.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg005.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg006.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg007.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg008.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg009.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg010.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg011.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg012.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg013.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg014.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg015.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg016.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg017.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg018.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg019.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg020.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg021.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg022.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg023.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg024.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg025.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg026.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg027.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg028.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg029.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg030.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg031.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg032.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg033.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg034.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg035.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg036.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg037.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg038.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg039.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg040.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg041.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg042.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg043.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg044.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg045.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg046.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg047.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg048.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg049.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg050.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg051.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg052.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg053.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg054.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg055.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg056.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg057.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg058.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg059.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg060.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg061.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg062.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg063.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg064.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg065.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg066.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg067.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg068.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg069.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg070.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg071.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg072.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg073.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg074.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg075.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg076.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg077.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg078.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg079.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg080.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg081.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg082.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg083.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg084.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg085.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg086.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg087.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg088.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg089.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg090.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg091.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-84-20170815_seg001.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-84-20170815_seg002.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg001.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg002.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg003.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg004.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg005.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg006.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg007.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg008.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg009.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg010.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg011.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg012.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg013.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg014.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg015.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg016.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg017.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg018.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg019.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg020.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg021.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg022.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg023.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170121_seg001.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170121_seg002.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg001.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg002.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg003.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg004.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg005.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg006.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg007.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg008.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg009.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg010.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg011.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg012.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg013.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg014.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg015.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg016.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg017.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg018.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg019.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg020.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg021.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg022.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg023.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg024.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg025.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg026.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg027.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg028.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg029.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg030.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg031.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg032.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg033.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg034.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg035.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg036.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg037.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg038.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg039.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg040.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg041.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg042.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg043.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg044.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg045.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg046.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg047.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg048.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg049.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg050.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg051.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg052.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg053.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg054.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg055.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg056.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg057.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg058.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg059.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg060.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg061.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg062.mat
deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg063.mat,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg064.mat
